imdb_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
Gunman in Joseon,"['action', 'historical', 'romance', 'melodrama']","['strong male lead', 'joseon dynasty', 'gun fight', 'smart female lead', 'power struggle', 'revenge', 'hidden identity', 'historical fiction', 'drama', 'thriller ']",22,25-Jun-14,4-Sep-14,"['wednesday', 'thursday']",['KBS2'],70,7.7,3397,2997,1056,15+ - Teens 15 or older,"9,642","['Lee Joon Gi', 'Nam Sang Mi', 'Han Joo Wan', 'Jeon Hye Bin', 'Yoo Oh Sung', 'Choi Ji Na']","['KBS World', 'Viki']",s 7,361,"Based in the time of enlightenment of 19th-century Joseon, This drama tells the story of Joseon's last swordsman named Park Yoon Kang who grabs a gun ditching his sword and grows to become the era's hero. Park Yoon Kang is the illegitimate son of the best swordsman in Joseon. After his father and sister get killed, he trades sword for gun as he embarks on his revenge mission.

—kmccoydrama"
Confession,"['thriller', 'mystery', 'law', 'drama']","['corruption', 'wrongfully accused', 'nice male lead', 'bromance', 'smart male lead', 'murder', 'illness', 'calm male lead', 'hardworking male lead', 'heart transplant ']",16,23-Mar-19,12-May-19,"['saturday', 'sunday']",['tvN'],60,8.3,2664,647,1111,15+ - Teens 15 or older,"9,157","['Lee Jun Ho', 'Shin Hyun Bin', 'Yoo Jae Myung', 'Nam Ki Ae', 'Yoon Gyung Ho', 'Ryu Kyung Soo']",[],7.7,176,"A case involving the hidden truth behind the law prohibiting double jeopardy. When Choi Do Hyun was a boy, he had a heart disease. He spent most of his childhood in a hospital. He miraculously had a chance for a heart transplant. Right after the successful heart transplant surgery, his father was accused of murder. His father received the death penalty. To investigate his father's case, Do Hyun now works as a lawyer."
Welcome 2 Life,"['comedy', 'law', 'romance', 'fantasy']","['successful male lead', 'smart male lead', 'strong female lead', 'parallel dimension', 'second chance', 'marriage', 'father-daughter relationship', 'death', 'law firm', 'police department setting ']",32,5-Aug-19,24-Sep-19,"['monday', 'tuesday']",['MBC'],35,8.3,2721,675,1143,15+ - Teens 15 or older,"8,916","['Rain', 'Im Ji Yeon', 'Kwak Shi Yang', 'Seo Hye Rin', 'Park Yoon Young', 'Son Byung Ho']","['Apple TV', 'Viki']",7.2,156,A lawyer who turns his life around to become a more sincere and honest person.
Haechi,"['action', 'adventure', 'historical', 'political']","['leadership', 'joseon dynasty', 'strong male lead', 'teamwork', 'slight romance', 'bromance', 'oblivious female lead', 'underdog', 'power struggle', 'smart male lead ']",48,11-Feb-19,30-Apr-19,"['monday', 'tuesday']",['SBS'],30,8.1,2095,1307,1365,15+ - Teens 15 or older,"7,466","['Jung Il Woo', 'Go Ah Ra', 'Kwon Yool', 'Park Hoon', 'Lee Kyung Young', 'Jung Moon Sung']",['Viki'],7.6,295,"Set during the Joseon Dynasty period, four people from different walks of life come together to make Prince Lee Geum the King and reform the Saheonbu. The four people are Lee Geum, Yeo Ji, Park Moon Soo and Dal Moon."
Gracious Revenge,"['romance', 'drama', 'family', 'melodrama']","['revenge', 'dangerous love', 'secondary couple', 'rich family', 'smart female lead', 'forbidden love', 'soap opera', 'multiple mains', 'mother-daughter relationship', 'multiple couples ']",103,4-Nov-19,27-Mar-20,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],33,7.3,242,71199,6538,15+ - Teens 15 or older,902,"['Cha Ye Ryun', 'Choi Myung Gil', 'Kim Heung Soo', 'Oh Chae Yi', 'Lee Hae Woo', 'Ji Soo Won']",['KBS World'],8.1,15,A drama about a woman who was raised to take revenge for her mother.
Bride of the Century,"['mystery', 'comedy', 'romance', 'supernatural']","['arranged marriage', 'rich man/poor woman', 'rich male lead', 'orphan female lead', 'strong female lead', 'star crossed lovers', 'doppelganger', 'double identity', 'love/hate relationship', 'love triangle ']",16,22-Feb-14,12-Apr-14,"['friday', 'saturday']",['TV Chosun'],67,7.9,12617,2029,353,15+ - Teens 15 or older,"24,604","['Yang  Jin Sung', 'Lee Hong Ki', 'Sung Hyuk', 'Lee Hee Won', 'Shin Eun Jung', 'Choi Il Hwa']",['Viki'],s 7,517,"The Taeyang Corporation is the largest conglomerate in South Korea. The family that runs Taeyang has been under a curse for hundred years that the first bride of the eldest son will always die. Under this situation, a love like fairy tale occurs while conspiracies run rampant. The drama will focus on self-discovery and the search for sincere love. ~ Drama Wiki"
Devilish Joy,"['comedy', 'romance', 'drama']","['amnesia', 'rich man/poor woman', 'hardworking female lead', 'steamy kiss', 'love at first sight', 'riches to rags', 'psychological', 'trauma', 'rich male lead', 'misunderstanding ']",16,5-Sep-18,25-Oct-18,"['wednesday', 'thursday']","['DramaX', 'MBN', 'Viki']",65,7.9,9171,1783,384,15+ - Teens 15 or older,"22,767","['Choi Jin Hyuk', 'Song  Ha Yoon', 'Hoya', 'Lee  Joo Yeon', 'Lee Soo Ji', 'Kim Min Sang']","['Prime Video', 'Viki', 'Apple TV']",7.3,489,"Gong Ma Sung is a successor to the Sunwoo company. Life seems to be going well until he gets into a car accident while trying to help a woman. Since then, he suffers from memory loss where his memory lasts only a day. Every night before bed, he writes notes about what happened to him that day and the next morning he memorizes everything that happened. Gong Ma Sung then meets Joo Gi-BBeum, a formerly well known actress, and falls in love."
Five Fingers,"['music', 'romance', 'melodrama']","['evil brother', 'rich family', 'evil stepmother', 'revenge', 'soap opera', 'pianist male lead', 'dark fiction', 'mother-son relationship ']",30,18-Aug-12,25-Nov-12,"['saturday', 'sunday']",['SBS'],66,7.5,1679,4203,1686,15+ - Teens 15 or older,"5,847","['Chae Shi Ra', 'Joo Ji Hoon', 'Ji Chang Wook', 'Jin Se Yeon', 'Cha Hwa Yun', 'Jang Hyun Sung']",['Viki'],7.2,137,"Young people struggling to overcome their tragic pasts and obstacles, fighting to reach for the stars and see their dreams come true."
Wild Romance,"['comedy', 'romance', 'sports']","['tomboy', 'ex-girlfriend comes back', 'stalker', 'baseball', 'sismance', 'bodyguard female lead', 'bipolar disorder', 'anti-fan', 'cyber bullying', 'enemies to lovers ']",16,4-Jan-12,23-Feb-12,"['wednesday', 'thursday']",['KBS2'],65,7.5,6197,4178,842,Not Yet Rated,"12,421","['Lee Dong Wook', 'Lee Si Young', 'Kang  Dong Ho', 'Oh Man Suk', 'Hwang Sun Hee', 'Im Ju Eun']",['Viki'],7.2,274,"Late at night in a Karaoke bar, Yoo Eun-Jae's father sees the Red Dreamers Baseball player Park Moo-Yeol, who he blames for ruining his beloved Blue Seagulls chance at the Championship, and gets into a confrontation. Yoo Eun-Jae, a bodyguard, defends her father using her Judo skills and throws Park Moo-Yeol to the ground. When the Red Dreamers find out a video of the incident has hit the Internet they decide that to prevent the negative publicity they will hire Yoo Eun-Jae to guard Park Moo-Yeol. This allows them to claim that the whole incident was merely practice and not the latest in a string of offences and embarrassments by Park Moo-Yeol. For the ploy to work under media attention however, Yoo Eun-Jae must actually perform as expected, in close attendance to Park Moo-Yeol. Thus the story plays out with Yoo Eun-Jae and Park Moo-Yeol battling not only each other, but a sinister stalker out to get the infamous Red Dreamer star Park Moo-Yeol.

—baby-luck"
Hush,"['mystery', 'business', 'comedy', 'life']","['journalism', 'corruption', 'investigation', 'injustice', 'hardworking male lead', 'hardworking female lead', 'adapted from a novel', 'teamwork', 'office worker', 'survival ']",16,11-Dec-20,6-Feb-21,"['friday', 'saturday']","['iQiyi', 'jTBC']",70,7.6,706,3658,3023,15+ - Teens 15 or older,"2,897","['Hwang Jung Min', 'Im Yoon Ah', 'Son Byung Ho', 'Yoo  Sun', 'Kim Won Hae', 'Park Ho San']",[],7.2,94,"A sympathetic and humane office drama based in a newspaper company, about the dilemma between the survival and conscience of reporters."
Missing 9,"['adventure', 'mystery', 'comedy', 'drama']","['plane crash', 'survival', 'strong female lead', 'lying', 'murder', 'nice male lead', 'disaster', 'slight romance', 'amnesia', 'melodrama ']",16,18-Jan-17,9-Mar-17,"['wednesday', 'thursday']",['MBC'],60,7.4,7016,4694,485,15+ - Teens 15 or older,"19,379","['Jung Kyung Ho', 'Baek Jin Hee', 'Choi  Tae Joon', 'Oh Jung Se', 'Lee Sun Bin', 'Park Chan Yeol']",[],6.9,389,"People from Legend Entertainment fly on a private plane to a concert. The 9 people consists of entertainers and staff members. The plane then becomes involved in a mysterious crash. The 9 people survive, but are stranded on a deserted island. 4 months later, Ra Bong-Hee returns to South Korea as the only survivor & witness from the plane crash."
My Fellow Citizens,"['comedy', 'romance', 'crime', 'political']","['character development', 'elections', 'social satire', 'hidden identity', 'strong female lead', 'lying', 'hardworking female lead', 'repentance', 'second chance', 'mad dog ']",36,1-Apr-19,28-May-19,"['monday', 'tuesday']",['KBS2'],35,7.7,3255,3021,1006,15+ - Teens 15 or older,"10,077","['Choi Si Won', 'Lee Yoo Young', 'Kim Min Jung', 'Tae In Ho', 'Kim Eui Sung', 'Heo Jae Ho']","['Viki', 'Netflix', 'Apple TV']",s 7,216,"Yang Jung Kook is a veteran conman, but he has never been arrested. One day, his girlfriend suddenly runs off with the money they were going to use for their marriage. Yang Jung Kook is extremely upset and he goes out to drink. He meets Kim Mi Young. She is going through a hard time herself because of her boyfriend's cheating ways. Yang Jung Kook tells her that he runs a business and Kim Mi Young tells him that she works for a small company. Kim Mi Young is actually a detective. They find comfort with each other and they develop a relationship romantically. On their wedding day, Kim Mi Young reveals to Yang Jung Kook that she is actually a detective. Meanwhile, Park Hoo Ja is a mysterious woman. She runs a private loan business that she inherited from her father. Her father was swindled by Yang Jung Kook. Park Hoo Ja finds Yang Jung Kook and blackmails him into running for a national assembly seat.

—AsianWiki"
The Good Wife,"['law', 'romance', 'drama', 'political']","['smart female lead', 'strong female lead', 'working mom', 'law firm', 'lgbtq+', 'infidelity', 'first love', 'love triangle', 'corruption', 'non-mdl remake ']",16,8-Jul-16,27-Aug-16,"['friday', 'saturday']",['tvN'],60,8.1,1831,1354,1613,15+ - Teens 15 or older,"6,224","['Jeon Do Yeon', 'Yoo Ji Tae', 'Yoon Kye Sang', 'Kim Seo Hyung', 'Lee Won Keun', 'Nana']",[],7.1,131,"A husband (Yoo Ji-Tae) works as a successful prosecutor and his future appears bright, but he gets arrested for corruption in a political scandal. His wife (Jeon Do-Yeon) worked as an attorney prior to their marriage, now resumes her career after a 13 year hiatus. She begins to find her true identity."
Let's Eat,"['food', 'comedy', 'romance', 'drama']","['strong female lead', 'nice male lead', 'smart female lead', 'smart male lead', 'older woman/younger man', 'divorce', 'korean food', 'enemies to friends', 'murder', 'bromance ']",16,28-Nov-13,13-Mar-14,['thursday'],['tvN'],54,7.9,7817,1695,571,15+ - Teens 15 or older,"17,366","['Lee Soo Kyung', 'Yoon Doo Joon', 'Yoon So Hee', 'Shim Hyung Tak', 'Lee Do Yeon', 'Feeldog']",['Netflix'],7.7,614,"Four single people: happily divorced paralegal Lee Soo-kyung (Lee Soo-kyung), mysterious gourmand Goo Dae-young (Yoon Doo-joon), design student and former rich girl Yoon Jin-yi (Yoon So-hee), and petty lawyer Kim Hak-moon (Shim Hyung-tak). Who enjoy living alone, except for that pesky problem that dining out is not designed for one. At Jin-yi's request, she, Soo-kyung and Dae-young start eating out together and thus get involved in each other's lives."
Rich Man,"['business', 'comedy', 'romance', 'melodrama']","['prosopagnosia', 'rich man/poor woman', 'eccentric male lead', 'prodigy', 'pathetic female lead', 'entrepreneur', 'weak female lead', 'slow burn romance', 'friendship ']",16,9-May-18,28-Jun-18,"['wednesday', 'thursday']","['DramaX', 'Viki']",65,7.4,9144,4745,466,15+ - Teens 15 or older,"20,046","['Suho', 'Ha Yeon Soo', 'Oh Chang Seok', 'Kim Ye Won', 'Choi Kwang Il', 'Park Sung Hoon']","['Apple TV', 'Hulu', 'Viki']",6.7,684,"Lee Yoo Chan is the CEO of IT company Next One. He founded the company and it is now the most desirable place to work for young professionals. He is arrogant and does not trust people in general. Lee Yoo Chan also suffers from an inability to recognize faces. Kim Bo Ra was born in the countryside on Jeju Island. She is the pride of her family and famous in her hometown for being smart. She goes to Seoul to attend college and carries her family's high expectations for her. During her last year in college, Kim Bo Ra experiences difficulties finding her job. Her dream is to work at Next One. Kim Bo Ra meets Lee Yoo Chan and their lives change."
The Greatest Love,"['business', 'comedy', 'romance']","['male chases female first', 'love triangle', 'impulsive male lead', 'eccentric male lead', 'scandal', 'hardworking female lead', 'character development', 'workplace abuse', 'misunderstanding', 'rich man/poor woman ']",16,4-May-11,23-Jun-11,"['wednesday', 'thursday']",['MBC'],65,8.1,14234,1230,299,Not Yet Rated,"27,498","['Cha Seung Won', 'Gong Hyo Jin', 'Yoo In Na', 'Yoon Kye Sang', 'Lee Hee Jin', 'Choi Hwa Jung']",['Viki'],7.8,"1,078","Gu Ae-Jeong, a wash out idol, meets famous actor Dokgo-Jin by chance. Off to a bad start, a series of rumors makes them get involved in each other's careers and boosts Ae-Jeong's popularity enough to participate in a match making show."
Sabotage City,"['thriller', 'mystery', 'psychological', 'drama']","['female centered plot', 'father-in-law - daughter-in-law relationship', 'news presenter male lead', 'foundation director female lead', 'mother-in-law - daughter-in-law relationship', 'married life', 'ambitious female lead', 'popular male lead', 'society', 'conglomerate ']",20,8-Dec-21,10-Feb-22,"['wednesday', 'thursday']",['jTBC'],70,7.2,334,5233,3559,15+ - Teens 15 or older,"2,306","['Park Soo Ae', 'Kim Kang Woo', 'Kim Mi Sook', 'Lee Yi Dam', 'Lee Hak Joo', 'Kim Young Jae']","['TVING', 'Viki', 'Netflix']",6.6,66,A psychological mystery thriller that tells the story of things which lose their meaning when greed and power comes into play.
The King's Face,"['action', 'thriller', 'historical', 'romance']","['physiognomy', 'gwanghae', 'nice male lead', 'joseon dynasty', 'suspense', 'cross-dressing', 'historical figure', 'historical fiction', 'strong female lead', 'political ']",23,19-Nov-14,5-Feb-15,"['wednesday', 'thursday']",['KBS2'],60,7.5,1343,4093,1795,15+ - Teens 15 or older,"5,394","['Seo In Guk', 'Lee Sung Jae', 'Jo Yoon Hee', 'Shin Sung Rok', 'Kim Gyu Ri', 'Im Ji Eun']",['Viki'],6.9,117,"Gwanghae (Seo In-guk), a son of a concubine, becomes the crown prince of Joseon . For the next 16 years, the illegitimate prince lives through conflicts, enduring death threats and dethronement attempts. Gwanghae's relationship with his father King Seonjo (Lee Sung-jae) was contentious. The two become rivals both in politics and love. Using physiognomy as a weapon and means to gain power, Gwanghae enlists a face-reading fortuneteller to help him become the next king.

—jaybeedormido"
Lie to Me,"['comedy', 'romance']","['pretend relationship', 'steamy kiss', 'heir', 'coming of age', 'hardworking female lead', 'ex-girlfriend comes back', 'lying', 'contract relationship', 'love/hate relationship', 'rich male lead ']",16,9-May-11,28-Jun-11,"['monday', 'tuesday']",['SBS'],64,7.5,20448,4207,208,15+ - Teens 15 or older,"35,279","['Yoon Eun Hye', 'Kang Ji Hwan', 'Sung Joon', 'Song Seo Yeon', 'Lee Kyung Jin', 'Won Jong Rye']","['Viki', 'Netflix']",7.1,"1,361","Jealous when her friend steals and marries her first love, a woman lies that she too is married. The lie ensnares a hotel president who goes along with the lie for his own reasons. Will the lie become reality?"
Summer Scent,"['romance', 'melodrama']","['heart transplant', 'accident', 'summer', 'florist', 'love square', 'second chance', 'love triangle ']",20,7-Jul-03,9-Sep-03,"['monday', 'tuesday']",['KBS2'],64,7.3,1517,5100,2531,Not Yet Rated,"3,635","['Song Seung Heon', 'Son Ye Jin', 'Ryu Jin', 'Han Ji Hye', 'Ha Jae Young', 'Shin Ae']",[],6.9,213,Three year's previously Min Woo lost his first love in a tragic accident. As he struggles on with life he meets Hae Won who reminds him of his lost love but is racked with emotion and confusion as his feelings for these two women become intertwined. Unbeknownst to the florist Hae Won she has received her heart transplant and a second chance at life from Min Woo's first love. When the two cross paths Hae Won notices her unusual heart beat. Nobody knew it was her heart that remembered and beats strong for her lost love Min Woo. As Hae Won starts falling in love with Min Woo soon the conflict erupts between the lovely florist and her fiancé Jung Jae.
